race_kod,no,at_kod,bot2,kamu,kazandi,irk
183149,3,76161,0.6236328442068505,0.5720315860193527,0,Ingiliz
183149,4,52322,0.026470200979566302,0.036128310695959114,0,Ingiliz
183149,5,77364,0.04121721338497991,0.04250389493642249,0,Ingiliz
183149,6,84609,0.02115732668671981,0.024127870060570236,0,Ingiliz
183149,7,77666,0.04330483387456224,0.05239983994070406,0,Ingiliz
183149,8,79553,0.004976528333241761,0.007518487439465752,0,Ingiliz
183864,1,72186,0.06094854049608544,0.06458125415059103,0,Ingiliz
183864,3,76257,0.482165391975169,0.4359234655164894,0,Ingiliz
183864,4,72648,0.011600723689670817,0.015762204402856115,0,Ingiliz
183864,5,76351,0.0038145468442826397,0.005388007298774687,0,Ingiliz
183864,6,78994,0.008890519555703363,0.010050108715077565,0,Ingiliz
183864,7,78144,0.06611413869803606,0.06642643284060791,0,Ingiliz
183864,8,52322,0.11529691603416604,0.12130044257850141,0,Ingiliz
183864,9,76255,0.003998444584476938,0.004707914578645852,0,Ingiliz
183864,10,73053,0.004742025496902251,0.006221922790601098,0,Ingiliz
183864,11,76766,0.04162565117799862,0.04514417765866558,1,Ingiliz
183864,12,72522,0.04144649916201776,0.0379063883057817,0,Ingiliz
183864,13,68458,0.1036855505708945,0.11821653302142086,0,Ingiliz
183864,14,77285,0.007467216328109106,0.008373079769824527,0,Ingiliz
183864,15,60407,0.03261162465526014,0.04043348085950047,0,Ingiliz
183864,16,77923,0.015592210731227275,0.01956458751266152,0,Ingiliz
182169,1,69832,0.16534800456309204,0.16685174634333064,1,Ingiliz
182169,2,67784,0.047313417400253396,0.04699305514100134,0,Ingiliz
182169,3,74021,0.029101909069754215,0.028890672032210945,0,Ingiliz
182169,4,53190,0.10614680805839052,0.10241245120383742,0,Ingiliz
182169,5,70264,0.5982781172520707,0.5939922169822571,0,Ingiliz
182169,6,79828,0.05381174365643918,0.06085985829736241,0,Ingiliz
182485,1,67678,0.4076002725066106,0.40240551267598335,1,Ingiliz
182485,2,53190,0.16249146770293224,0.14597062714717046,0,Ingiliz
182485,3,70264,0.18192614554793082,0.20395895847960802,0,Ingiliz
182485,4,79415,0.025753456253686306,0.03188223547968177,0,Ingiliz
182485,5,84971,0.2222286579888401,0.21578266621755632,0,Ingiliz
182670,1,53190,0.045244549222442025,0.048417634190067484,0,Ingiliz
182670,2,72520,0.23446732637131135,0.22521535903561693,0,Ingiliz
182670,3,74026,0.20494269635135964,0.18815460375127488,0,Ingiliz
182670,4,72239,0.05399173756331255,0.05921997488585943,0,Ingiliz
182670,5,71279,0.021782131023124474,0.026782367020451742,0,Ingiliz
182670,6,59011,0.3148704223451632,0.3096711186739733,1,Ingiliz
182670,7,85808,0.013858405045168004,0.016571029761817967,0,Ingiliz
182670,8,77403,0.11084273207811858,0.12596791268093827,0,Ingiliz
182739,1,76159,0.08846573952865414,0.09101760169272452,0,Ingiliz
182739,2,76995,0.03131778418380107,0.0325204502780105,0,Ingiliz
182739,3,53190,0.20095080176601243,0.1554884028917377,0,Ingiliz
182739,4,73989,0.019051141031038003,0.02129370424765595,0,Ingiliz
182739,5,79415,0.014414378687704397,0.018681960798006034,0,Ingiliz
182739,6,76868,0.06755713591946684,0.05994733605464587,0,Ingiliz
182739,7,79187,0.05998286228807559,0.0765481368082401,1,Ingiliz
182739,8,77925,0.1830292951815355,0.17157341008743474,0,Ingiliz
182739,9,78353,0.043035032287131694,0.04768973379427099,0,Ingiliz
182739,10,77252,0.0977988011805503,0.09387979042520013,0,Ingiliz
182739,11,73272,0.022866358476766196,0.030339200564241504,0,Ingiliz
182739,12,74625,0.04516956052468524,0.05077172339322048,0,Ingiliz
182739,13,77400,0.011572702649283551,0.01488223995773362,0,Ingiliz
182739,14,78947,0.03050081080868369,0.0325204502780105,0,Ingiliz
182739,15,77236,0.03255392256868786,0.039075619574886956,0,Ingiliz
182739,16,79293,0.010364547944506851,0.012671380880820732,0,Ingiliz
182739,17,74585,0.028445895510561404,0.03640704067708981,0,Ingiliz
182739,18,77839,0.01292322946285539,0.014691817596069705,0,Ingiliz
182929,1,53190,0.5305629721846629,0.4454866749651705,1,Ingiliz
182929,2,77851,0.08038587304332899,0.09595097614634443,0,Ingiliz
182929,3,76492,0.04611826114065964,0.05353487939495612,0,Ingiliz
182929,4,77450,0.13148110625337656,0.14504217324447413,0,Ingiliz
182929,5,78324,0.05721336174747072,0.07007655561249873,0,Ingiliz
182929,6,78329,0.018403471635252685,0.019309019967530615,0,Ingiliz
182929,7,68710,0.02793601118916793,0.036904221594747856,0,Ingiliz
182929,8,76702,0.0804572668517613,0.09595097614634443,0,Ingiliz
182929,9,72109,0.01525055264230467,0.020151255087277505,0,Ingiliz
182929,10,78938,0.012191123312014678,0.017593267840655534,0,Ingiliz
183691,1,79309,0.20349723603370365,0.17335827136118906,0,Ingiliz
183691,2,69789,0.030651369676169507,0.03467165427223781,0,Ingiliz
183691,3,53721,0.2403606282852187,0.2719345433116691,0,Ingiliz
183691,4,72589,0.013936752435589646,0.016529990117872616,0,Ingiliz
183691,5,68529,0.06420149466683149,0.07299295636260592,0,Ingiliz
183691,6,79648,0.31761775854293633,0.28303391242643106,1,Ingiliz
183691,7,71917,0.07716432275290144,0.08158036299350073,0,Ingiliz
183691,8,71978,0.038907769670963675,0.0515563632300934,0,Ingiliz
183691,9,79316,0.013662667935685598,0.014341945924400334,0,Ingiliz
184358,1,72454,0.06673014528158693,0.06763300047373025,0,Ingiliz
184358,2,77164,0.11702518762830831,0.1260433190646791,0,Ingiliz
184358,3,71883,0.014511558905404759,0.02183427574348772,0,Ingiliz
184358,4,53721,0.5036888466595832,0.4332739092848344,0,Ingiliz
184358,5,76649,0.08003376763808037,0.09121555984943883,0,Ingiliz
184358,6,77827,0.05260263953063666,0.06478862194913412,0,Ingiliz
184358,7,77531,0.011208273591888957,0.016103095350888153,0,Ingiliz
184358,8,76384,0.14040080018379397,0.1612181988036593,1,Ingiliz
184358,9,76910,0.013798780580716697,0.017890019480148,0,Ingiliz
184099,1,77835,0.3625623415487479,0.30860433482067157,0,Ingiliz
184099,2,76305,0.0772733869275681,0.09258130044620148,0,Ingiliz
184099,3,79577,0.23547608413462948,0.22043166772905115,0,Ingiliz
184099,4,75962,0.14963717119771797,0.15094777246663288,0,Ingiliz
184099,5,73501,0.07310359057177926,0.08073950620308269,1,Ingiliz
184099,6,56488,0.02527711803410921,0.036353913787775444,0,Ingiliz
184099,7,69315,0.05704650525303564,0.08217275187532677,0,Ingiliz
184099,8,76630,0.019623802332412506,0.028168752671258058,0,Ingiliz
184850,1,79310,0.051171701506912186,0.048055758733313074,0,Ingiliz
184850,2,76601,0.023833556868224273,0.02511021627506449,0,Ingiliz
184850,3,76155,0.09812658992073328,0.09229251677258803,0,Ingiliz
184850,4,76953,0.06258014303937326,0.05905156793500335,0,Ingiliz
184850,5,76985,0.187748312903216,0.20800253780090733,1,Ingiliz
184850,6,73053,0.11905739876081045,0.11238846800532896,0,Ingiliz
184850,7,74764,0.09917788968661843,0.08149807036643737,0,Ingiliz
184850,8,76688,0.06005444498843801,0.051424981670335025,0,Ingiliz
184850,9,77243,0.057371685909121985,0.06305959290796738,0,Ingiliz
184850,10,74111,0.06179716251185898,0.06573665109745656,0,Ingiliz
184850,11,56488,0.03997245671019107,0.04341485991483113,0,Ingiliz
184850,12,69052,0.027479959889984522,0.030832234585532727,0,Ingiliz
